"Week_start_dates","Bakery","Dry_and_baking","Dairy","Canned","Frozen","Beverages","Health_and_beauty","Produce"
2010-12-12,272.64,218.75,215.47,160.95,118.21,117.72,78.29,30.47
2010-12-19,242.85,197.29,187.12,152.94,147.78,120.45,69.46,33.86
2010-12-26,251.65,220.14,184.39,174.41,134.03,106.09,80.6,22.67
2011-01-02,277.31,214.72,225.3,170.65,155.54,144.07,97.76,15.13
2011-01-09,270.24,254.94,223.17,197.72,157.81,151.49,100.03,15.34
2011-01-16,269.82,243.36,226.19,153.2,164.21,141.65,95.69,25.7
2011-01-23,271.53,245.82,228.5,165.73,148.54,141.76,106.31,28.1
2011-01-30,295.62,230.97,238.18,170.36,164.07,145.66,100.49,20.18
2011-02-06,268.02,231.2,206.41,167.95,124.79,118.67,80.59,22.19
2011-02-13,266.87,212.39,214.28,157.06,131.66,121.99,88.12,16.44
2011-02-20,271.81,224.64,195.46,152.38,155.45,125.21,82.04,29.82
2011-02-27,262.12,237.07,188.95,161.96,149.09,131.17,94.81,18.21
2011-03-06,278.36,192.86,181.1,139.83,127.16,113.6,65,30.85
2011-03-13,246.11,217.5,190.7,163.92,129.29,106.24,68.39,33.91
2011-03-20,255.3,195.64,201.23,146.28,114.99,127.8,75.64,30.97
2011-03-27,232.34,193.94,174.72,151.19,124.49,115.34,77.29,31.66
2011-04-03,224.2,214.18,192.82,131.75,117.95,120.2,68.81,20.68
2011-04-10,229.11,195.98,183.94,140.01,143.11,95.74,67.63,30.78
2011-04-17,247.73,218.9,179.68,151.27,133.25,106.95,66.45,24.67
2011-04-24,260.98,209.67,166.28,144.73,114.38,99.12,76.4,22.15
2011-05-01,260.45,239.36,185.54,160.55,129.9,100.24,73.32,25.65
2011-05-08,235.93,224.55,192.13,160.17,129.64,101.45,78.2,16.92
2011-05-15,257.28,242.59,178.57,173.93,121.01,124.28,75.79,18.2
2011-05-22,250.88,240.61,194.83,167.26,148.82,120.91,72.51,25.24
2011-05-29,260.33,212.2,210.99,160.26,120.77,108.98,70.09,22.67
2011-06-05,253.45,213.56,232.39,161.35,143.75,125.18,81.65,22.18
2011-06-12,252.05,233.27,199.44,164.92,146.44,124.55,84.19,19.56
2011-06-19,270.36,213.27,198.18,152.72,139.45,122.93,80.27,26.07
2011-06-26,253.92,223.1,199.49,156.43,142.22,114.18,73.83,26.85
2011-07-03,274.2,246.01,218.31,191.41,158.08,128.78,96.08,28.32
2011-07-10,275.95,221.09,237.54,179.59,158.59,142.56,95.42,21.22
2011-07-17,283.97,270.17,228.65,172.06,168.67,126.32,94.4,22.67
2011-07-24,262.05,262.91,191.15,168.24,154.69,135.17,97.89,25.53
2011-07-31,264.94,207.92,218.64,176.95,157.14,131.64,96.65,17.6
2011-08-07,309.58,273.41,241.57,218.25,186.36,157.29,129.8,31.4
2011-08-14,308.32,261.64,245.19,198.68,195.97,174.02,125.1,20.53
2011-08-21,292.75,291.1,250.02,213.27,196.23,172.94,128.2,20.76
2011-08-28,276.94,245.27,248.25,209.7,167.23,158.65,124.69,30.5
2011-09-04,362.91,316.34,281.1,274.34,236.7,217.31,185.74,29.75
2011-09-11,368.23,323.64,301.5,260.86,230.47,220.57,184.17,25.71
2011-09-18,362.87,317.83,280.42,265.53,236.35,209.65,170.9,21.67
2011-09-25,360.36,298.14,307.84,250.49,246.5,220.81,167.95,21.99
2011-10-02,505.34,473.07,466.14,420.52,395.05,383.64,336.03,336.71
2011-10-09,522.71,491.4,438.9,420.89,398.66,382.84,345.57,337.6
2011-10-16,505.67,465.78,448.98,413.64,407,384.99,337.88,347.14
2011-10-23,550.52,492.18,478.71,430.12,404.52,376.83,338.23,341.78
2011-10-30,515.35,482.14,449.63,406.73,390.74,369.59,335.18,345.56
2011-11-06,376.45,321.05,307.53,261.52,240.26,221.76,190.55,25.57
2011-11-13,350.88,338.29,301.3,263.44,260.7,218.36,187.66,28.15
2011-11-20,368.97,314.58,293.78,265.19,224.98,217.6,173.49,24.15
2011-11-27,354.54,328.32,284.5,253.18,247.3,221.46,186.54,28.2
2011-12-04,298.91,250.73,236.82,209.77,182,158.39,128.69,19.25
2011-12-11,331.91,273.54,248.42,218.48,180.8,174.83,125.1,22.42
2011-12-18,295.38,271.51,249.03,197.22,171.31,168.86,133.09,29.14
2011-12-25,322.59,253.72,252.38,204.69,186.14,159.55,124.43,29.85
2012-01-01,309.17,256.58,238.6,189.96,162.01,138.21,109.45,22.06
2012-01-08,274.68,249.05,242.61,181.08,171.61,156.21,104.91,24.58
2012-01-15,290.65,241.57,231.08,209.23,175.59,139.32,106.92,27
2012-01-22,317.69,239.16,221.86,197.24,175.92,134.87,99.8,22.37
2012-01-29,276.4,284.88,230.72,199.28,167.11,145.19,107.41,20.01
2012-02-05,266.16,230.01,211.24,171.04,152.65,138.04,88.73,28.93
2012-02-12,257.74,243.6,218.74,151.32,148.74,131.55,94.67,21.19
2012-02-19,252.5,233.2,213.59,176.15,159.22,136.27,93.73,19
2012-02-26,285.03,250.13,233.57,167.89,164.37,126.45,90.07,20.44
2012-03-04,260.11,228.56,221.43,170.85,136.46,115.55,78.35,20.18
2012-03-11,246.41,240.44,163.95,160.5,142.64,124.88,77.49,22.05
2012-03-18,260.78,211.57,191.46,156.8,126.87,112.43,80.43,30.03
2012-03-25,266.35,222.27,193.25,160.4,122.89,104.79,75.93,33.15
2012-04-01,246.99,209.24,171.42,157.72,115.76,116.69,72.82,22.05
2012-04-08,248.99,191.37,197.14,151.35,140.05,111.7,64.46,22.53
2012-04-15,252.94,231.99,182.07,149.02,126.73,105.99,70.59,18.5
2012-04-22,220.98,206.57,202.82,142.74,149.53,115.82,69.09,22.32
2012-04-29,253.35,208.4,197.31,156.11,133.43,95.35,75.49,35.41
2012-05-06,257.69,210.66,195.19,147.89,154,130.48,73.55,26.98
2012-05-13,240.73,239.16,200.24,160.71,128.25,120.13,82.1,20.68
2012-05-20,274.24,207.32,219.14,154.03,144.04,112.84,76.13,28.89
2012-05-27,258.25,208.8,194.66,152.75,126.01,130.01,81.58,31.08
2012-06-03,266.45,262.86,221.45,185.26,151.55,123.65,95.96,24.29
2012-06-10,260.54,252.92,203.32,158.81,157.92,134.68,93.92,32.31
2012-06-17,268.52,218,198.55,170.07,143.4,140.44,88.02,22.85
2012-06-24,247.81,222.05,222.84,171.68,138.68,154.52,95.7,25.16
2012-07-01,303.82,250.56,242.94,190.78,171.58,148.89,104.97,23.18
2012-07-08,285.8,240.72,258.93,174.55,173.23,153.04,105.32,27.49
2012-07-15,277.17,231.61,235.96,192.32,177.78,141.39,105.76,25.64
2012-07-22,317.74,256.65,235.34,184.98,185.73,140.98,112.2,21.7
2012-07-29,286.14,246.35,241.05,204.59,176.37,153.44,112.59,21.56
2012-08-05,320.2,261.36,273.31,224.36,199.57,168.09,134.71,31.85
2012-08-12,301.89,283.11,251.78,209.71,209.53,179.97,136.41,20.63
2012-08-19,312.18,269.86,260.99,212.91,204.06,186.38,145.76,25.62
2012-08-26,323.25,283.71,248.46,205.82,195.63,182.63,144.6,28.97
2012-09-02,400.04,335.41,337.01,286.11,261.86,237.55,203.91,24.57
2012-09-09,387.72,328.09,303.53,269.78,264.28,253.12,200.95,30.99
2012-09-16,381.03,328.74,316.93,281.93,265.79,232.14,198.11,25.6
2012-09-23,398.52,344.56,324.37,282.21,268.99,236.1,203.01,27.67
2012-09-30,376.87,340.29,302.19,277.35,241.52,247.09,195.89,16.7
2012-10-07,563.94,533.35,503.09,465.97,451.77,425.43,381.32,388.65
2012-10-14,572.73,521.75,483.67,448.53,439.92,434.49,377.17,384.51
2012-10-21,550.49,516.46,513.07,475.72,432.26,421.84,380.19,378.51
2012-10-28,552.14,536.22,526.52,449.22,445.54,422.68,388.82,378.57
2012-11-04,383.81,352.75,308.86,292.09,263.89,233.04,197.06,23.67
2012-11-11,403.46,335.91,319.79,272.41,259.32,229.83,199.51,20.24
2012-11-18,376.64,354.3,317.2,272.14,254.88,244.4,194.41,29.3
2012-11-25,391.51,342.1,310.01,291.82,258.85,241.54,199.7,25.59
2012-12-02,299.95,276.76,250.62,215.73,195.23,176.78,137.3,25.54
2012-12-09,304.64,290.15,251.43,215.41,207.7,180.99,145.84,32.29
2012-12-16,319.74,289.08,270.52,224.22,187.42,189.25,145.35,29.01
2012-12-23,349.46,296.65,265.87,208.53,195.08,179.65,146.59,29.71
2012-12-30,281.33,271.7,273.73,231.27,186.12,166.4,140.07,20.91
2013-01-06,361.66,290.56,287.45,240.75,221.26,189.79,158.13,32.25
2013-01-13,339.13,296.27,276.36,222.85,212.59,195.62,151.89,29.33
2013-01-20,327.91,303.74,262.59,215.63,228.13,197.5,155.11,25.84
2013-01-27,331.64,300.34,282.53,219.51,224.1,184.39,155.99,16.88
2013-02-03,317.71,251.17,245.08,216.39,191.37,165.61,124.69,17.38
2013-02-10,306.35,263.68,268.9,195.88,184.06,175.75,131.54,24.52
2013-02-17,299.59,271.25,252.16,212.7,169.98,171.18,129.64,28.12
2013-02-24,308.64,258.98,252.15,216.48,185.99,169.9,126.78,18.95
2013-03-03,281.04,278.01,249.07,190.51,174.22,149.36,104.7,23.01
2013-03-10,307.58,248.45,238.28,187.66,173.85,152.71,109.96,22.37
2013-03-17,263.04,275.85,206.62,185.87,168.77,152.81,110.86,21.66
2013-03-24,300.37,241.47,249.1,178.12,163.73,146.05,103.46,31.56
2013-03-31,300.59,244.83,235.99,189.48,168.3,160.67,97.27,23.4
2013-04-07,258.93,235.88,222.05,184.01,161.22,136.57,97.71,24.16
2013-04-14,303.06,243.89,209.57,178.9,128.37,132.57,92.89,18.82
2013-04-21,295.74,242.36,222.76,205.69,160.52,134.02,102.39,13.14
2013-04-28,265.61,220.28,229.24,172.27,161.09,146.7,101.88,20.57
2013-05-05,308.43,239.55,247.3,201.98,163.16,156.51,106.35,24.28
2013-05-12,295.37,244.47,210,182.78,168.48,144.28,115.66,24.97
2013-05-19,281.07,255.17,234.51,200.7,184.42,153.76,118.38,23.14
2013-05-26,289.36,227.26,244.13,191,156.34,150.37,107.87,27.07
2013-06-02,303.82,239.68,262.54,211.7,188.59,161.05,129.24,28.69
2013-06-09,316.19,271.21,243.68,209.43,200.58,162.53,127.88,19.93
2013-06-16,315.92,268.08,254.78,223.8,184.54,165.22,129.96,31.96
2013-06-23,289.98,254.98,267.88,198.61,208.09,170.96,122.64,22.66
2013-06-30,334.76,263.33,240.4,210.42,179.47,165.95,124.87,30.01
2013-07-07,321.38,323.39,279.42,235.6,219.25,205.05,150.85,25.28
2013-07-14,343.03,293.91,281.7,233.92,207.11,204.6,151.24,18.21
2013-07-21,327,299.8,252.18,234.02,232.62,188.76,157.13,22.6
2013-07-28,337.32,282.46,256.83,235.41,204.41,188.81,154.3,19.82
2013-08-04,401.39,366.95,320.57,274.71,244.13,250.33,207.98,23.76
2013-08-11,401.8,354.5,302.91,272.35,259.03,232.2,194.71,28.89
2013-08-18,389.99,355.13,308.53,275.02,261.82,231.96,202.06,17.51
2013-08-25,374.58,341.03,321.37,283.77,267.94,231.69,201.18,27.55
2013-09-01,458.54,423.43,414.05,370.74,338.41,334.61,290.52,28.26
2013-09-08,466.23,433.09,405.03,367.32,329.16,326.1,288.05,33.53
2013-09-15,490.39,431.79,421.76,363.12,361.53,316.83,285.29,30.01
2013-09-22,472.37,421.34,407.92,375.33,343.77,332.52,285.94,27.93
2013-09-29,487.7,424.4,388.28,352.57,355.59,335.34,280.32,20.29
2013-10-06,732.56,700.36,657.77,639.46,626.13,593.38,560.42,569.14
2013-10-13,734.26,692.62,689.99,648.03,610.68,605.51,556.38,566.51
2013-10-20,744.05,689.49,666.8,632.46,614.67,591.59,559.86,566.34
2013-10-27,732.67,690.34,670.31,631.56,629.83,600.77,558.52,571.73
2013-11-03,476.39,434.29,398.92,364.57,335.84,345.32,288.21,21.17
2013-11-10,458.46,426.88,404.42,383.28,339.31,326.5,295.73,17.06
2013-11-17,476.69,408.72,402.85,362.28,345.87,331.27,291.84,32.41
2013-11-24,453.39,420,392.62,389.85,363.65,324.13,288.83,24.06
2013-12-01,371.29,351.62,334.34,288.22,267.83,229.64,199.28,42.73
2013-12-08,379.37,369.35,313.73,289.5,265.61,238.22,198.6,26.05
2013-12-15,372.2,332.15,314.37,273.04,260.57,250.83,195.14,19.33
2013-12-22,396.49,331.17,322.77,289.92,248.5,250.77,189.4,27.13
2013-12-29,382.24,349.21,326.7,275.87,267.99,223.49,202.49,26.43
2014-01-05,375.84,307.65,283.75,241.48,224.03,212.2,168,24.68
2014-01-12,347.42,298.25,275.76,252.6,243.5,207.21,168.43,25.57
2014-01-19,373.46,316.65,326.88,252.39,223.41,197.57,173.75,22.93
2014-01-26,358.43,325.61,290.07,234.57,250.27,187.92,175.51,28.91
2014-02-02,347.64,289.68,258.79,198.89,205.23,179.75,147.72,32.89
2014-02-09,326.6,282.46,259.38,220.58,190.86,171.52,130.49,18.6
2014-02-16,336.33,255.08,256.38,227.14,208.35,167.24,140.24,23.14
2014-02-23,314.71,274.67,269.85,227.84,191.43,195.83,140.41,28.97
2014-03-02,324.83,263.88,239.75,195.46,184.25,166.21,112.91,31.75
2014-03-09,273.97,236.9,236.18,212.31,187.23,167.03,121.76,28.83
2014-03-16,292.19,258.91,233.92,197.09,210.53,158.39,122.85,23.97
2014-03-23,306.18,255.55,244.41,220.05,178.12,162.68,116.77,11.72
2014-03-30,298.44,276.32,229.71,191.4,187.02,172.33,119.69,19.73
2014-04-06,297.7,234.55,223.98,189.7,165.64,156.34,103.02,25.26
2014-04-13,285.78,251.95,210.23,188.79,151.71,145.61,104.35,20.74
2014-04-20,267,245.51,226.14,181.38,160.73,141.78,112.64,22.94
2014-04-27,277.88,261.44,215.78,187.23,178.55,148.89,95.36,29.15
2014-05-04,312.99,271.93,239.19,192.82,172.48,180.89,123.33,22.71
2014-05-11,314.67,240.45,243.74,195.65,177.47,163.1,118.96,23.07
2014-05-18,305.76,261.31,232.29,207.51,168.46,162.5,121.28,25
2014-05-25,318.25,250.61,248.18,198.73,190.45,148.43,114.07,19.07
2014-06-01,325.71,294.5,247.3,228.25,208.93,182.1,146.32,26.04
2014-06-08,302.47,290.43,271.41,227.76,209.72,185.58,140.95,28.99
2014-06-15,297.3,287.72,257.5,217.29,197.19,183.24,142.97,20.63
2014-06-22,336.61,263.19,258.05,228.36,198.64,181.53,138.28,26.61
2014-06-29,334.12,259.96,245.77,215.76,194.52,177.28,132.56,25.04
2014-07-06,351.71,336.69,265.65,245.01,232.05,208.7,174.01,26.16
2014-07-13,350.79,296.95,300.87,254.2,236.74,212.33,160.01,28.01
2014-07-20,338.89,322.05,285.99,258.31,229.84,211.23,164.11,26.89
2014-07-27,353.93,307.55,301.56,246.9,240.57,219.06,171.82,24.77
2014-08-03,380.27,361.08,335.99,271.93,297.25,257.9,223.65,24.06
2014-08-10,399.72,371.17,330.65,300.12,289.23,270.04,214.48,25.16
2014-08-17,401.56,368.44,364.81,305.08,278.65,262.89,221.94,23.39
2014-08-24,382.95,371.67,321.51,306.29,276,261.82,219.66,33.09
2014-08-31,401.84,354.73,329.21,293.82,266.98,262.4,220.37,20.59
2014-09-07,497.83,463.33,446.49,405.01,381.9,363.16,314.89,18.4
2014-09-14,493.92,453.35,458.28,379.34,370.73,362.53,322.09,32.72
2014-09-21,509.8,443.28,454.35,409.78,378.85,361.44,322.03,23.45
2014-09-28,496.41,459.86,440.96,382.66,379.07,351.09,313.41,18.15
2014-10-05,771.37,761.61,745.47,692.9,671.94,666.54,617.95,621.88
2014-10-12,793.83,760.98,738.84,706.56,665.54,671.97,621.3,632.39
2014-10-19,782.95,758.42,722.98,713.42,677.45,661.06,615.11,624.57
2014-10-26,787.62,784.84,725.62,687.49,693.58,670.12,624.14,633.21
2014-11-02,483.99,451.42,454.32,397.83,396.05,361.35,320.11,23.61
2014-11-09,501.64,455.5,433.58,403.64,367.65,367.79,317.47,27.32
2014-11-16,521.27,421.64,421.46,383.42,379.37,347.19,318.52,30.75
2014-11-23,501.62,452.9,433.14,401.19,372.47,360.88,314.93,24.8
2014-11-30,519.14,474.19,415.02,402.39,371.19,366.96,326.89,37.75
2014-12-07,407.89,359.98,334.79,307.21,280.55,264.75,223.84,22.39
2014-12-14,408.94,366.18,342.33,301.74,275.72,262.97,214.45,18.95
2014-12-21,396.86,362.34,315.12,314.9,279.42,256.05,217.26,27.69
2014-12-28,413.93,358.61,346,288.68,280.88,269.45,224.23,21.21
2015-01-04,356.72,329.76,286.61,257.36,236.96,227.74,175.59,25.75
2015-01-11,371.5,314.05,303.6,273.81,245.57,215.87,183.48,23.35
2015-01-18,354.86,336.15,313.73,263.98,238.7,215.01,187.55,26.04
2015-01-25,338.64,317.35,317.64,258.68,233.59,214.24,181.54,25.35
2015-02-01,310.54,301.4,269.87,235.98,191.27,186.24,151.78,22.27
2015-02-08,340.37,299.55,253.13,221.76,214.4,187.61,154.23,18.45
2015-02-15,302.93,305.94,293.99,218.78,215.59,182.71,146.1,28.61
2015-02-22,332.47,294.35,255.09,239.58,219.48,186.25,154.16,31.2
2015-03-01,305.02,269.6,244.71,219.06,188.02,159.96,131.24,25.1
2015-03-08,287.68,269.67,249.96,207.52,173.71,168.82,118.97,27.58
2015-03-15,305.7,252.03,252.84,201.27,186.79,159.03,119.35,25.03
2015-03-22,310.25,250.66,252.92,202.96,185.15,159.42,128.73,27.9
2015-03-29,302.27,269.88,241.52,202.24,180.89,156.75,133.15,25.12
2015-04-05,299.38,233.25,227.77,202.38,179.54,147.82,114.22,22.72
2015-04-12,286.18,245.6,238.92,181.01,172.27,144.34,103.96,26.81
2015-04-19,285.52,235.57,206.7,203.69,165.61,153.53,106.18,18.37
2015-04-26,291.56,245.25,250.36,195.17,174.28,150.92,111.86,36.59
2015-05-03,306.76,248.66,245.91,200.05,181.69,172.77,121.93,26.74
2015-05-10,297.41,262.39,221.03,203.66,184.18,166.95,128.96,20.83
2015-05-17,319.62,277.11,239.58,210.71,190.98,171.76,124.38,31.15
2015-05-24,321.55,264.57,225.91,200.16,197.66,165.9,130.34,24
2015-05-31,315.27,258.35,249.94,208.74,187.97,174.18,126.82,28.93
2015-06-07,312.41,298.78,270.53,237.19,205.91,184.73,150.5,24.24
2015-06-14,312.97,283.48,282.97,234.9,189.78,179.69,146.23,33.21
2015-06-21,352.39,281.98,239.85,231.88,189.37,197.82,148.34,15.78
2015-06-28,324.56,295.26,275.47,237.92,214.62,188.15,155.07,24.83
2015-07-05,373.69,324.36,298.14,264.42,234.43,213.44,183.99,33.38
2015-07-12,386.3,314.41,322.47,246.93,236.92,219.12,176.87,17.55
2015-07-19,369.65,315.24,298.75,269.56,242.34,225.64,179.03,25.92
2015-07-26,361.06,326.39,297.83,252.03,237.04,224.13,181.89,28.7
2015-08-02,407.05,374.81,381.23,306.91,288.39,288.46,237.22,23.47
2015-08-09,402.27,378.07,351.46,301.37,288.57,264.74,228.42,20.34
2015-08-16,398.36,362.35,349.78,324.75,294.74,280.83,227.25,30.01
2015-08-23,413.87,364.78,352.75,304.69,289.21,263.9,235.01,20.21
2015-08-30,397.72,376.12,353.65,308.84,271.03,285.89,236.27,22.67
2015-09-06,523.54,481.31,469.39,430.95,387.43,384.54,349.13,20.8
2015-09-13,508.76,494.56,444.06,417.96,407.52,392.89,334.83,27.5
2015-09-20,532.57,483,468.79,419.14,394.13,387.7,329.97,30.34
2015-09-27,489.4,482.06,442.42,412.72,397.1,376.33,330.68,11.53
2015-10-04,823.6,798.11,796.12,749.66,725.13,697.89,663.73,675.79
2015-10-11,826.02,809.42,792.26,728.08,721.84,686.58,654.74,666.45
2015-10-18,862,824.89,791.92,741.74,715.78,708.48,662.97,664.24
2015-10-25,849.63,803.25,783.95,728.87,708.76,702.44,659.98,672.43
2015-11-01,524.49,490.36,468.11,423.42,387.89,372.57,341.84,32.09
2015-11-08,510,496.53,478.39,422.66,398.92,378.08,346.1,25.18
2015-11-15,514.33,481.78,444.05,411.91,406.18,384.1,347.03,20.93
2015-11-22,534.13,483.43,467.11,424.09,397.29,391.91,338.27,22.51
2015-11-29,519.19,489.22,457.65,411.88,404.44,368.74,333.33,35.93
2015-12-06,422.56,382.15,363.17,300,280.03,273.3,232.4,28.5
2015-12-13,413.57,370.44,354.41,325.91,298.83,267.99,230.42,19.26
2015-12-20,392.73,383.35,354.57,303.6,291.82,269.95,229,22.96
2015-12-27,416.73,352.23,363.11,315.89,287.73,270.71,238.15,21.86
2016-01-03,352.13,315.65,282.73,271.55,232.27,230.31,184.98,21.32
2016-01-10,405.22,336.55,296.93,267.91,218.98,223.66,187.27,27.19
2016-01-17,390.07,333.76,323.69,263.28,250.1,228.24,170.43,24.57
2016-01-24,360.48,309.83,304.87,270.98,247,239.27,188.81,23.95
2016-01-31,390.86,326.56,309.6,274.58,252.12,232.17,185.93,29.99
2016-02-07,315.75,284.92,277.58,226.48,218.17,188,150.74,29.7
2016-02-14,359.4,299.31,272.1,227.09,215.19,192.51,147.55,21.88
2016-02-21,310.35,312.48,279.77,242.33,202.44,195.02,161.43,15.78
2016-02-28,325.6,297.44,265.7,216.2,209.34,185.14,157.14,17.17
2016-03-06,327.91,274.12,261.17,205.43,181.86,161.56,143.58,28.03
2016-03-13,282.32,274.7,257.45,215.48,182.55,177.5,133.56,19.57
2016-03-20,297.36,264.55,233.2,201.69,192.85,172.38,135.95,22.7
2016-03-27,331.65,263.28,257.12,205.65,190.58,171.1,130.37,20.14
2016-04-03,316.61,270.07,217.19,190.68,168.38,154.9,118.34,26.7
2016-04-10,286.51,258.51,244.17,184.7,178.98,170.74,116.75,23.65
2016-04-17,290.28,241.83,233.52,200.76,164.05,159.5,118.21,21.74
2016-04-24,306.06,262.22,227.8,181.93,176.62,173.88,116.06,18.48
2016-05-01,303.97,254.09,249.32,201,186.99,155.75,126.6,23.71
2016-05-08,299.6,261.92,261.19,203.31,165.69,165.35,134.5,37.51
2016-05-15,303.79,264.62,251,212.86,190.71,172.87,130.11,27.21
2016-05-22,315.51,269.79,243.36,220.29,193.7,176.27,142.14,24.84
2016-05-29,316.08,294.12,234.38,208.52,183.62,177.73,124.12,18.74
2016-06-05,336.98,298,263.03,243.22,224.32,191.89,152.52,24.71
2016-06-12,329.58,281.03,273.19,236.51,222.07,182.31,153.09,33.22
2016-06-19,313.53,285.13,268.75,250.45,212.59,191.16,153.98,32.15
2016-06-26,358.82,289.45,287.86,230.05,208.52,188.95,149.79,17.03
2016-07-03,364.1,327.97,293.76,258.78,247.91,233.13,181.61,20.49
2016-07-10,368.22,321.79,313.52,276.18,247.8,223.26,192.67,18.92
2016-07-17,362.27,329.93,296.53,262.09,239.27,237.1,180.62,23.44
2016-07-24,370.49,302.56,301.46,257.37,243.49,233.96,185.46,23.07
2016-07-31,373.91,305.27,297.53,265.62,252.31,221.21,185.95,21.85
2016-08-07,436.67,391.09,353.28,329.76,294.54,280.04,237,28.83
2016-08-14,416.28,388.92,378.88,317.29,303.07,295.67,239.14,27.26
2016-08-21,413.11,363.92,364.31,316.66,302.27,284.42,248.17,20.84
2016-08-28,425.61,383.24,353.86,323.99,298.23,284.16,245.25,17.78
2016-09-04,519.04,494.34,445.93,431,420.96,393.31,354.81,28.49
2016-09-11,529.05,456.36,465.71,420.98,405.99,391.6,345.74,21.92
2016-09-18,529.36,508.02,452.78,420.63,419.42,400.04,348.66,33.37
2016-09-25,517.21,497.18,476.52,418.75,406.1,398.06,346.52,27.14
2016-10-02,830.02,799.13,795.27,767.6,753.72,718.13,677.55,686.36
2016-10-09,852.33,828.31,793.98,776.69,749.83,714.32,688.84,685.14
2016-10-16,837.22,820.94,804.39,761.99,757.68,724.36,671.94,682.35
2016-10-23,868,828.55,793.93,762.91,741.21,719.66,679.39,686.86
2016-10-30,866.6,812.7,802.45,774.72,730.71,727.09,670.57,683.05
