"Week_start_dates","Bakery","Dry_and_baking","Dairy","Canned","Frozen","Beverages","Health_and_beauty","Produce"
2011-10-23,555.18,491.22,457.73,430.12,407.91,387.4,343.65,343.8
2011-10-30,533.46,485,449.72,414.49,395.83,381.21,350.51,349.81
2011-11-06,387.86,321.69,314.77,266.6,249.97,221.07,176.24,29.16
2011-11-13,329.03,298.54,315.52,269.51,251.41,229.75,179.92,30.34
2011-11-20,382.38,324.04,296.91,264.12,253.48,222.17,173.48,32.14
2011-11-27,359.4,323.88,286.84,279.51,234.64,227.42,182.88,26.55
2011-12-04,342.05,296.68,258.35,223.68,208.44,176.6,123.61,25.78
2011-12-11,321.44,281.89,233.82,225.86,200.14,181.17,130.72,25.35
2011-12-18,313.89,297.14,260.88,222.71,198.73,166.76,128.59,15.9
2011-12-25,319.24,266.15,233.92,213.85,193.8,183.32,121.59,14.71
2012-01-01,282.98,255.49,264.37,189.03,171.49,149.01,104.66,22.15
2012-01-08,309.68,252.64,250.51,188.92,190.11,157.39,112.53,20.72
2012-01-15,283.38,267.21,248.67,209.17,183.16,146.88,118.29,34.49
2012-01-22,292.7,251.71,247.57,193.12,160.44,146.13,108.82,32.88
2012-01-29,322.48,251.26,229,209.42,171.88,162.37,112.52,18.99
2012-02-05,289.88,258.4,215.18,169.62,169.29,145.66,90.56,33.65
2012-02-12,278.38,243.28,232.89,169.41,151.88,121.28,90.48,28.32
2012-02-19,310.31,257.25,222.35,182.21,163.42,131.83,99.18,32.11
2012-02-26,268.76,227.76,235.26,167.85,154.34,144.65,91.68,21.39
2012-03-04,282.74,226.04,205.74,174.54,156.84,125.59,87.9,20.53
2012-03-11,265.28,227.55,210.56,179.96,155.91,116.63,83.28,28.98
2012-03-18,269.14,253.13,211.19,169.29,142.09,127.58,84.54,25.91
2012-03-25,284.6,231.81,217.5,168.76,140.96,127.77,79.71,25.13
2012-04-01,274.65,240.19,224.07,165.5,131.84,131.53,73.42,26.17
2012-04-08,255.45,218.33,220.05,163.31,151.85,118.2,70.08,36
2012-04-15,283.56,222.59,204.45,166.07,128.89,129.97,67.29,39.93
2012-04-22,232.52,219.69,196.26,154.96,122.77,129.29,78.34,36.94
2012-04-29,277.97,209.51,201.35,153.68,121.62,114.34,71.02,32.15
2012-05-06,232.82,205.77,185.73,170.88,148.52,121.83,82.87,28.46
2012-05-13,281.58,220.63,201.25,150.63,145.57,119.63,83.93,30.1
2012-05-20,268.2,247.56,226.11,149.89,152.03,136.39,83.96,27.66
2012-05-27,250.38,221.51,203.22,160.46,146.54,121.41,83.99,29.82
2012-06-03,268.42,219.38,233.63,186.45,157.35,120.87,85.95,26.7
2012-06-10,280.47,234.79,208.82,181.69,161.82,141.67,96.25,23.93
2012-06-17,285.12,235.06,225.1,181.41,128.84,141.64,89.25,28.15
2012-06-24,275.34,243.97,230.16,193.03,168.08,118.5,88.92,30.18
2012-07-01,304.62,270.01,231.87,208.06,181.78,152.2,108.76,29.58
2012-07-08,299.47,258.74,250.17,194.16,180.34,167.3,111.02,26.15
2012-07-15,305.95,263.69,256.86,206.81,185.98,149.88,112.68,20.39
2012-07-22,312.46,259.11,246.68,198.17,183.15,156.52,103.79,36.52
2012-07-29,292.88,262.36,223.95,199.05,172.79,153.48,115.75,13.43
2012-08-05,347.13,290.62,244.48,252.31,205.54,177.05,139.04,31.39
2012-08-12,322.33,291.33,276.5,210.71,204.32,187.59,141.05,36.83
2012-08-19,349.18,293.33,273.03,227.75,213.13,193.03,151.4,22.69
2012-08-26,334.32,300.75,274.18,237.1,207.34,168.96,138.25,30.26
2012-09-02,410.5,354.5,332.02,282.23,256.13,250.52,197.19,26.98
2012-09-09,427.29,350.04,330.34,276.15,263.35,232.91,201.76,28.86
2012-09-16,375.43,368.72,342.65,289.93,257.96,244,201.68,26.51
2012-09-23,378.42,347.3,325.63,296.51,260.83,248.96,207.1,28.7
2012-09-30,390.23,355.8,332.35,307.22,260.77,240.54,200.83,32.19
2012-10-07,553.22,548.05,512.47,469.98,440.05,432.41,384.34,381.82
2012-10-14,556.86,529.85,533.57,481.03,448.8,421.98,371.85,392.35
2012-10-21,580.71,542.79,513.22,465.28,436.35,426.13,373.54,378.24
2012-10-28,590.2,519.44,533.7,480.67,430.72,423.9,378.97,387.7
2012-11-04,416.14,347.21,343.02,281.01,273.35,247.97,200.43,35.59
2012-11-11,377.4,342.98,349.21,314.9,274.21,244.45,202.36,35.2
2012-11-18,396.93,360.17,322.45,274.76,272.52,238.77,202.24,24.06
2012-11-25,385.47,334.17,335.21,274.87,253.06,240.76,203.58,27.74
2012-12-02,319.34,309.29,265.62,236.47,218.66,187.59,135.31,30.17
2012-12-09,348.23,312.1,274.5,246.2,212.86,173.92,143.15,17.69
2012-12-16,342.86,315.59,279.75,234.05,193.64,173.73,141.29,28.61
2012-12-23,334.01,302.75,271.77,225.71,213.05,179.94,146.41,32.47
2012-12-30,318.32,290.72,273.85,198.38,206.23,189.78,151.27,21.48
2013-01-06,355.77,311.68,278.26,243.17,224.9,203.76,152.35,30.15
2013-01-13,347.76,317.46,305.85,247.43,211.49,214.3,153.34,26.9
2013-01-20,335.76,309.15,306.5,249.73,206.32,190.85,159.89,23
2013-01-27,332.87,299.45,296.32,251.76,221.02,184.31,155.34,23.96
2013-02-03,334.14,276.04,250.12,226.1,189.42,185.15,131.6,27.07
2013-02-10,315.6,282.63,264.79,225.69,203.97,161.75,133.47,27.91
2013-02-17,320.12,295.07,235.23,227.34,206.02,183.99,128.55,30.21
2013-02-24,327.74,284.76,268.04,223.03,196.37,158.53,132.67,31.06
2013-03-03,322.06,272.96,235.88,176.87,181.7,170.08,114.19,22.7
2013-03-10,327.57,256.62,231.03,207.36,176.93,155.51,110.57,30.09
2013-03-17,332.32,231.34,234.26,192.87,174.42,147.18,112.08,27.51
2013-03-24,325.66,245.7,247.32,205.92,181.21,156.99,107.89,27.93
2013-03-31,314.46,236.21,225.99,190.04,178.85,157.15,111.29,30.46
2013-04-07,297.64,243.47,248.55,175.18,158.57,136.58,101.51,25.43
2013-04-14,284.34,222.45,227.42,188.1,159.87,133.93,89.85,23.3
2013-04-21,306.17,263.28,239.46,192.42,161.96,125.26,92.61,27.31
2013-04-28,293.31,232.41,234.27,190.02,156.17,117.42,94.99,30.52
2013-05-05,309.18,267.98,215.29,170.2,185.29,160.2,107.32,24.87
2013-05-12,330.32,277.53,241.02,203.73,188.52,153.55,108.5,27.5
2013-05-19,294.77,254.76,236.52,187.34,169.32,162.02,110.5,28.69
2013-05-26,307.64,258.62,241.53,189.78,189.04,146.37,111.48,18.59
2013-06-02,330.33,269.94,280.97,210.45,184.23,174.89,132.99,34.83
2013-06-09,309.88,284.71,275.06,224.08,178.72,177.74,128.81,31.21
2013-06-16,317.17,277.6,238.08,250.81,181.55,157.45,136.54,33.24
2013-06-23,321.6,303.08,292.14,220.94,197.67,165.2,128.24,25.84
2013-06-30,313.96,288.63,259.13,234.27,191.77,177.39,131.18,24.5
2013-07-07,331.29,301.54,275.36,237.02,223.02,204.78,167.82,29.41
2013-07-14,354.12,285.87,271.12,234.51,202.15,209.12,151.16,24.03
2013-07-21,370.28,298.18,286.77,227.77,215.55,199.28,161.71,28.11
2013-07-28,337.56,314.29,278.93,251.85,208.81,207.93,152.19,23.22
2013-08-04,403.17,331.07,342.03,300.02,276.16,229.46,203.76,21.67
2013-08-11,389.92,363.12,335.03,290.89,260.11,242.79,195.13,25.1
2013-08-18,412.66,379.64,342.15,302.27,274.86,248.95,203.5,21.08
2013-08-25,397.6,356.02,322.96,272.09,270.91,247.84,202.89,13.47
2013-09-01,518.54,451.9,405.41,361,337.63,329.87,289.04,28.64
2013-09-08,464.28,459.59,418.08,382.76,375.04,343.68,298.58,35.99
2013-09-15,503.96,436.32,450.48,381.37,349.37,339.23,292.56,31.95
2013-09-22,499.55,442.13,419.73,376.46,363.37,352.9,290.01,20.92
2013-09-29,483.83,428.5,398.03,387.23,345.46,348.01,278.59,27.66
2013-10-06,762.07,688.45,672.73,645.92,623.72,596.87,554.37,565.87
2013-10-13,759.34,713.05,682.42,645.29,629.33,606.87,558.92,571.77
2013-10-20,742.83,731.83,696.97,650.02,618.83,608.41,565.49,565.2
2013-10-27,745.24,726.95,693.44,639.27,640.41,611.65,559.22,566.88
2013-11-03,479.26,428.15,409.72,385.11,357.31,325.69,287.64,30.92
2013-11-10,460.56,433.35,417.56,360.05,357.8,341.56,290.96,36.26
2013-11-17,507.34,458.31,421.79,391.71,358.86,333.65,285.87,29.9
2013-11-24,482.87,432.26,447.41,385.07,352.42,332.28,287.37,38.36
2013-12-01,383.74,380.51,337.06,295.57,261.98,243.39,196.55,30.41
2013-12-08,405.75,340.99,347.93,307.53,253.51,246.86,204.81,20.33
2013-12-15,398.36,346.01,321.63,294.34,255.45,245.66,204.65,23.71
2013-12-22,401.95,348.63,341.7,286.02,257.92,234.84,198.84,32.42
2013-12-29,405.3,366.87,317.06,280.66,273.66,244.57,195.59,26.77
2014-01-05,352.87,305.34,280.29,246.17,247.25,213.5,170.98,28.37
2014-01-12,357.5,334.02,272.84,243.1,251.09,203.15,177.3,32.71
2014-01-19,376.5,339.28,310.48,251.53,239.46,212.37,170.54,31.64
2014-01-26,361.01,301.91,306.52,255.08,224.72,211.95,171.98,30.12
2014-02-02,350.58,306.93,293.07,211.06,204.45,208.54,145.26,30.05
2014-02-09,321.29,274.23,273.14,232.56,216.95,189.78,138,19.03
2014-02-16,339.13,278.1,258.95,235.77,200.07,186.73,144.23,41.99
2014-02-23,334.39,296.71,243.65,222.25,199.52,173.08,135.22,31.42
2014-03-02,318.3,295.09,256.7,195.96,185.05,183.12,119.87,23.59
2014-03-09,291.11,274.17,265.51,201.59,190.97,174.58,119.82,26.71
2014-03-16,334.37,260.07,248.8,200.17,178.02,150.83,120.11,28.23
2014-03-23,293.74,276.87,251.62,192.71,194.75,174.76,123.56,26.69
2014-03-30,308.73,272.37,241.17,204.69,183.66,178.44,128.11,19.21
2014-04-06,317.28,258.49,248.4,195.44,176.62,150.31,111.96,31.04
2014-04-13,301.46,258.73,247.83,192.71,172.06,156.35,111.18,28.18
2014-04-20,301.29,277.35,224.44,180.28,165.15,156.22,118.56,30.02
2014-04-27,282.92,266.4,220.06,197.51,166.27,164.78,101.62,31.48
2014-05-04,319.69,268.64,250.85,211.94,202.46,164.43,116.81,30.69
2014-05-11,324.87,284.71,240.71,215.96,183.65,170.38,126.64,24.08
2014-05-18,321.72,292.85,266.79,194.11,158.2,171.1,121.41,41.75
2014-05-25,286.09,291.22,231.85,198.85,192.82,184.17,115.04,27.8
2014-06-01,327.18,311.21,281.61,241.05,204.21,179.4,140.08,32.14
2014-06-08,334.68,292.99,263.49,230.89,205.62,179.46,146.28,33.07
2014-06-15,319.08,297.27,282.42,242.59,204.22,176.92,133.35,34.1
2014-06-22,340.52,289.16,256.57,238.74,215.91,172.72,145.03,26.19
2014-06-29,335.47,292.52,276.82,223.12,212.26,182.5,142.39,28.74
2014-07-06,363.27,318.71,300.25,256.66,223.53,225.76,169.25,23.83
2014-07-13,382.39,322.89,310.87,281.06,242.22,223.4,174.56,33.23
2014-07-20,364.81,318.85,322.76,257.35,246.71,215.44,172.02,29.13
2014-07-27,331.19,323.32,302.03,258.81,238.48,219.36,173.92,32.3
2014-08-03,389.78,384.52,347.63,313.4,285.13,276.82,227.12,23.16
2014-08-10,424.86,374.49,372.6,309.78,286.33,272.93,228.23,23.55
2014-08-17,433.14,357.53,355.53,313.33,277.84,264.12,231.77,28
2014-08-24,398.07,353.93,353.24,310.46,268.46,263.86,220.47,25
2014-08-31,426.08,377.28,341.91,292.28,283.66,255.5,223.03,29.86
2014-09-07,507.16,464.3,450.18,403.6,387.88,358.79,325.1,14.02
2014-09-14,514.41,463,449.39,413.54,400.15,365.03,321.96,32.75
2014-09-21,534.89,487.79,462.53,398.16,397.81,368.81,323.97,27.5
2014-09-28,513.15,466.94,446.86,414.74,383.1,366.48,317.23,24.78
2014-10-05,821.01,787.93,734.46,689.38,698.97,662.04,627.44,620.54
2014-10-12,804.99,793.24,778.77,693.89,682.49,667.46,622.77,622.66
2014-10-19,824.77,760.78,749.82,706.58,659.66,676.73,618.95,627.64
2014-10-26,805.07,792.56,750.81,714.33,687.75,641.74,621.58,630.87
2014-11-02,526.25,459.75,451.44,408.45,378.36,357.1,339.37,25.01
2014-11-09,510.03,474.31,452.29,412.74,376.74,367.47,319.11,19.2
2014-11-16,516.46,474.47,445.61,407.46,400.83,346.19,312.09,26.15
2014-11-23,536.33,456.06,471.8,419.4,399.87,373.77,323.56,25.54
2014-11-30,512.69,489.18,476.01,417.9,380.33,363.92,325.37,26.19
2014-12-07,427.84,381.67,376.98,315.92,286.22,272.4,229.25,34.4
2014-12-14,448.96,389.83,338.71,305.87,278.01,271.34,223.33,30.41
2014-12-21,397.52,387.15,354.43,323.86,294.27,259.5,215.37,23.85
2014-12-28,419.41,361.2,370.66,304.33,292.09,263.11,230.04,23.71
2015-01-04,381.19,326.63,295.56,286.9,254.57,224.42,178.75,24.14
2015-01-11,385.01,318.99,299.06,259.5,250.47,249.97,180.4,24.17
2015-01-18,362.24,320.97,301.42,269.9,260.03,215.05,184.38,31.12
2015-01-25,387.23,326.98,319.29,253.21,245.07,224.37,181.55,27.92
2015-02-01,328.67,300.72,294.32,240.07,211.51,186.52,158.49,22.97
2015-02-08,336.55,296.07,276.04,233.53,215.67,183.39,148.77,21.25
2015-02-15,324.75,301.48,262.62,242.03,217.8,190.11,145.89,34.17
2015-02-22,317.99,305.12,292.54,225.88,214.26,174.32,150.14,36.39
2015-03-01,310.26,288.46,225.96,211.74,196.79,159.77,124.26,26.68
2015-03-08,327.15,268.25,240.31,209.06,197.31,173.95,120.07,29.91
2015-03-15,319.79,277.76,273.88,222.79,193.86,182.61,128.53,32.2
2015-03-22,304.84,269.31,254.05,205.58,182.76,188.95,130.58,27.84
2015-03-29,349,276.86,257.75,202.42,190.66,183.2,133.4,16.53
2015-04-05,305.52,256.27,243.98,214.85,164.09,154.48,113.58,27.17
2015-04-12,327.67,282.87,244.25,207.62,182.88,169.83,105.14,18.87
2015-04-19,321.18,254.97,241.85,187.74,178.9,159.93,115.08,21.2
2015-04-26,307.29,251.07,235.04,196.11,175.11,153.53,110.84,31.28
2015-05-03,326.6,245.65,256.34,205.63,176.07,175.96,129.79,35.27
2015-05-10,324.2,302.87,232.41,202.61,212.09,166.54,126.56,22.4
2015-05-17,316.74,281.47,268.17,234.13,198.72,173.51,129.28,26.91
2015-05-24,315.14,290.7,252.42,226.02,198.32,170.6,124.96,32.83
2015-05-31,305.36,252.49,271.51,200.76,173.65,189.04,137.3,29.92
2015-06-07,357.26,309.42,284.45,225.48,226.38,184.35,144.77,26.11
2015-06-14,355.74,298.64,286.34,246.97,215.1,189.95,150.83,25.79
2015-06-21,357.2,310.64,285.86,237.59,231.78,197.18,157.02,22.64
2015-06-28,345.67,299.32,286.6,223.9,227.84,178.78,146.46,19.96
2015-07-05,372.74,306.24,302.09,293.43,244.01,223.03,177.19,34.08
2015-07-12,361.62,337.72,322.51,268.25,259.03,229.78,180.93,29.45
2015-07-19,384.31,344.84,318.61,259.76,249.19,229.57,179.78,34.66
2015-07-26,365.05,318.31,321.59,279.58,237.41,209.64,181.74,19.75
2015-08-02,417.89,392.43,370.61,330.06,308.33,273.35,241.92,33.05
2015-08-09,443.14,379.68,367.16,333.02,291.69,276.48,230.42,25.18
2015-08-16,434.54,362.83,376.04,325.89,297.26,276.03,237.31,31.01
2015-08-23,434.12,394.49,362.37,320.55,292.15,291.01,234.64,38.08
2015-08-30,426.17,392.85,366.93,330.7,297.24,272.88,233.12,29.64
2015-09-06,533.95,489.51,461.59,436.22,423.84,388.57,337.12,34.6
2015-09-13,539.11,490.44,443.71,429.62,390.38,390.7,341.64,23.99
2015-09-20,561.58,496.59,476.71,448.88,418.98,399.42,346.01,18.62
2015-09-27,530.74,508.73,473.77,433.46,407.42,387.25,346.83,27.09
2015-10-04,840.07,832.82,813.62,744.75,719.42,714.63,662.13,662
2015-10-11,836.1,824.12,799.44,757.27,720.92,716.68,671.58,661.87
2015-10-18,865.74,817.89,800.13,741.07,725.92,702.31,660.02,664.65
2015-10-25,862.68,831.82,798.17,740.94,726.68,699.41,666.52,664.89
2015-11-01,529.47,503.92,492.84,424.3,388.53,388.63,345.18,27.57
2015-11-08,554.8,469.47,465.85,430.82,398.77,380.82,346.15,20.84
2015-11-15,558.88,499.28,483.35,425.54,388.89,386.38,344.44,27.45
2015-11-22,541.81,488.41,457.52,436.05,408.58,380.04,344.32,28.38
2015-11-29,520.87,484.55,466.47,423.89,408.66,386.5,350.52,32.06
2015-12-06,431.94,379.47,357.61,339.75,299.96,287.12,229.83,29
2015-12-13,449.91,406.37,355.23,305.8,296,271.57,236.68,25.98
2015-12-20,432.84,394.45,378.35,314.57,312.33,283.6,235.18,25.05
2015-12-27,427.57,389.71,355.94,312.08,296.69,285.95,237.01,37.68
2016-01-03,389.3,325.65,293.29,260.24,258.11,224.68,188.61,25.23
2016-01-10,387.67,330.95,339.13,272.97,247.14,224.31,184.18,32.89
2016-01-17,391.74,336.52,290.9,266.97,246.24,208.96,179.48,31.01
2016-01-24,386.22,347.43,324.13,274.55,262.63,229.46,186.6,24.24
2016-01-31,373.32,340.58,311.05,269.09,241.37,219.5,176.72,22.2
2016-02-07,330.96,299.82,279.51,241.02,218.31,194.26,155.6,31.08
2016-02-14,361.54,312.71,297.26,244.09,221.12,188.61,148.46,26.1
2016-02-21,364.25,312.58,278.71,228.43,235.82,212.54,158.14,27.08
2016-02-28,352.37,293.96,291.34,248.39,216.95,196.54,154.03,30.05
2016-03-06,315.25,260.7,249.42,225.25,189.54,178.72,129.41,26.16
2016-03-13,314.22,275.62,259.48,232.51,190.88,162.1,132.13,22.49
2016-03-20,325.32,272.19,287.75,217.25,196,167.04,133.51,30.25
2016-03-27,313.82,275.69,277.72,223,189.99,171.12,128.56,33.29
2016-04-03,304.56,256.32,258.16,194.39,177.89,158.79,118.13,20.48
2016-04-10,281.56,264.84,241.92,198.72,178.52,159.29,113.86,27.4
2016-04-17,300.35,260.23,245,191.48,180.99,155.45,110.05,21.74
2016-04-24,330.71,266.36,245.62,199.46,175.48,161.98,110.37,17.4
2016-05-01,332.64,280.52,276.17,209.87,195.25,167.64,129.05,16.28
2016-05-08,338.65,284.24,256.16,223.68,176.45,179.42,127.03,27.55
2016-05-15,328.76,287.4,259.21,209.76,190.57,179.08,125.93,26.64
2016-05-22,325.3,271.75,271,195.45,195.1,166.46,127.72,22.63
2016-05-29,325.57,289.77,263.38,215.3,198.48,185.72,133.7,32.02
2016-06-05,352.89,300.28,269.82,245.11,219.12,197.58,153.69,33.87
2016-06-12,343.53,299.52,269.2,252.25,215.2,207.78,160.34,29.6
2016-06-19,339.51,300.86,276.72,224.03,214.87,184.8,160.47,30.5
2016-06-26,338.8,308.93,267.65,225.73,235.8,190.19,148.94,24.8
2016-07-03,390.65,325.65,309.76,280.53,240.34,215.88,190.19,27.47
2016-07-10,373.32,339.25,307.58,275.63,251.97,225.83,188.71,28.81
2016-07-17,392.2,320.58,311.96,275.07,255.77,220.49,192.61,27.91
2016-07-24,391.99,316.25,300.17,252.14,275.33,225.09,182.86,23.92
2016-07-31,379.07,363.55,328.9,255.53,239.64,230.37,191.18,24.27
2016-08-07,407.72,409.08,385.22,341.65,305.19,286.46,241.29,35.8
2016-08-14,424,403.58,379.68,336.79,322.41,283.32,237.83,30.83
2016-08-21,439.64,387.96,392.78,333.78,314.41,283.73,236.84,32.14
2016-08-28,437.41,387.54,381.57,323.44,308.9,276.19,243.84,29.61
2016-09-04,543.68,498.31,465.74,432.04,409.98,386.7,352.74,25.02
2016-09-11,533.85,509.97,500.37,438.02,416.87,390.78,350.49,25.39
2016-09-18,563.35,513.85,469.1,446.03,418.95,382.56,345.68,30.46
2016-09-25,517.79,504.82,477.61,439.17,427.68,392.92,353.23,29.4
2016-10-02,872.47,828.25,812.58,769.95,763.42,734.59,674.83,698.85
2016-10-09,864.47,822.99,807.72,755.09,749.8,716.72,682.16,687.61
2016-10-16,859.85,844.22,825.25,753.74,729.14,727.05,682.41,692.25
2016-10-23,874.9,841.83,810.01,756.13,749.14,730.17,682.43,688.25
2016-10-30,878.26,827.8,806.95,762.44,743.14,718.97,681.63,685.56
